gt,prompt
违规记分,请用一个词回答，什么被定义为'一种对违反规定或行为不当的个体进行惩罚的制度，通常以积累一定分数后会受到相应的处罚'？
罚款,请用一个词回答，什么被定义为'一种法律制裁手段，指因违反法律，法规或规章制度而被要求支付一定金额的处罚'？
后备箱,请用一个词回答，什么被定义为'汽车后部用于存放行李或其他物品的储物空间'？
反视镜,请用一个词回答，什么被定义为'装置在车内或车外两侧专供司机观察后面情况的镜子'？
示廓灯,请用一个词回答，什么被定义为'车辆上用来标识车辆轮廓和大小的灯光设备'？
后位灯,请用一个词回答，什么被定义为'汽车尾部的灯，用于在夜间或视线不好的情况下，提醒后方的车辆和行人自己车辆的存在'？
转向灯,请用一个词回答，什么被定义为'汽车上用来指示车辆将要改变行驶方向的信号灯'？
挂挡,请用一个词回答，什么被定义为'指在驾驶汽车时，通过改变汽车的传动装置中的齿轮比例，以适应汽车行驶的不同速度和路况'？
减挡,请用一个词回答，什么被定义为'指在驾驶过程中，为了适应路况或车速变化，将汽车的变速器从高挡位调整到低挡位的操作'？
自动挡,请用一个词回答，什么被定义为'一种汽车变速器，它可以自动改变汽车的齿轮比例，无需驾驶员手动切换'？
手动挡,请用一个词回答，什么被定义为'一种汽车传动系统，驾驶员需要手动切换汽车的档位'？
尾气,请用一个词回答，什么被定义为'指汽车、飞机等燃烧燃料后排放出的废气'？
旅游局,请用一个词回答，什么被定义为'一个政府部门，负责规划，管理和推广一个地区或国家的旅游业务'？
旅游胜地,请用一个词回答，什么被定义为'指因其自然风光、历史文化、艺术建筑等特色吸引大量游客前来参观的地方'？
步行街,请用一个词回答，什么被定义为'指仅允许行人步行的区域'？
拼车,请用一个词回答，什么被定义为'同路的人拼凑起来共同乘坐一辆车，费用分摊'？
双人自行车,请用一个词回答，什么被定义为'一种设计有两个座位和两套脚踏装置，可以由两人同时骑行的自行车'？
大堂经理,请用一个词回答，什么被定义为'酒店或其他服务行业中负责监督和协调前台接待，客户服务和日常运营活动的管理人员'？
商住楼,请用一个词回答，什么被定义为'兼有商业和居住两种功用的楼房，一般一楼是店面，楼上可住人'？
复式楼,请用一个词回答，什么被定义为'在同一单元内分为上下两个楼层的住宅户型'？
猫眼/门镜,请用一个词回答，什么被定义为'一种安装在房门上，使得屋内的人无需开门就可以观察到屋外的情况，从而保证自身的安全的小型光学仪器'？
房屋中介,请用一个词回答，什么被定义为'一种服务，帮助买家和卖家进行房地产交易的中间人或公司'？
液化气,请用一个词回答，什么被定义为'一种通过压缩或冷却将气体转化为液体的燃料'？
液化气罐,请用一个词回答，什么被定义为'一种用于储存液化石油气或其他液化气体的容器'？
煤气灶,请用一个词回答，什么被定义为'一种使用煤气作为燃料的烹饪设备'？
燃气管,请用一个词回答，什么被定义为'用于输送燃气（如天然气，液化石油气等）的管道'？
燃气表,请用一个词回答，什么被定义为'计算燃气使用数量的仪表'？
建筑垃圾,请用一个词回答，什么被定义为'建造或装修房屋所产生的垃圾'？
排风扇,请用一个词回答，什么被定义为'一种用于将室内的空气排出到室外，以改善室内空气质量的设备'？
残品,请用一个词回答，什么被定义为'有残损的产品'？
虚假广告,请用一个词回答，什么被定义为'指广告中的信息或者承诺与实际商品或服务的性能，效果等存在误导消费者的不真实情况'？
断码货,请用一个词回答，什么被定义为'指某一款商品的某一或几个尺码或颜色等规格已经售罄，无法提供完整规格选择的商品'？
中间商,请用一个词回答，什么被定义为'在生产商和消费者之间进行商品或服务买卖的个人或公司，他们购买大量商品并将其分销给零售商或直接给消费者'？
一口价,请用一个词回答，什么被定义为'说出或标出的商品价格不变，不讨价还价'？
保质期,请用一个词回答，什么被定义为'指在规定的储存条件下，产品能保持其应有品质的时间期限'？
保修,请用一个词回答，什么被定义为'指厂商或销售商对其出售的产品在一定期限内出现质量问题，承诺免费维修或更换的服务承诺'？
网上购物,请用一个词回答，什么被定义为'通过互联网使用电子支付方式购买商品或服务的活动'？
自动售货机,请用一个词回答，什么被定义为'一种无需人工操作，通过投币，刷卡等方式自动出售商品的机器'？
连衣裙,请用一个词回答，什么被定义为'一种女性服装，从肩部或颈部一直延伸到腿部的一件式裙子'？
裙裤,请用一个词回答，什么被定义为'一种结合了裙子和裤子两种设计的服装，看起来像裙子，但实际上有裤腿'？
蝙蝠衫,请用一个词回答，什么被定义为'一种设计宽松，袖子和身体部分连在一起，形状像蝙蝠翅膀的上衣'？
秋裤,请用一个词回答，什么被定义为'一种在秋冬季节穿着的，用以保暖的内裤'？
秋衣,请用一个词回答，什么被定义为'在秋季穿的，用于保暖的内衣'？
紧身短裤,请用一个词回答，什么被定义为'一种紧贴身体，长度通常在大腿中部或以上的短裤'？
坡跟鞋,请用一个词回答，什么被定义为'鞋底前低后高，呈坡状'？
西兰花,请用一个词回答，什么被定义为'一种常见的蔬菜，其绿色的花朵和茎部都可以食用，富含多种营养素'？
淀粉/团粉/生粉,请用一个词回答，什么被定义为'一种由植物细胞制造并储存的多糖，主要用作能量储存物质'？
菠萝,请用一个词回答，什么被定义为'一种原产勒南美洲巴西、巴拉圭个亚马逊河流域一带个热带水果，乃朝已勒热带地区广泛种植'？
番石榴,请用一个词回答，什么被定义为'一种热带水果，其果实内含有大量的小颗粒，每个颗粒都包裹在透明的果肉中'？
橙子,请用一个词回答，什么被定义为'一种常见的柑橘类水果，呈圆形，外皮为橙色'？
羊蝎子,请用一个词回答，什么被定义为'指羊的脊椎骨和附着在上面的肉，是一种常见的烹饪食材，尤其在烧烤和火锅中很受欢迎'？
三文鱼,请用一个词回答，什么被定义为'对渔业有很高商业价值的数种鲑形目鲑科鲑亚科的广盐性条鳍鱼的通称'？
金枪鱼,请用一个词回答，什么被定义为'一种海水鱼类，属于鲭科下面的金枪鱼族'？
牡蛎,请用一个词回答，什么被定义为'一种生活在海洋或淡水中的贝壳类动物，以其肉质鲜美和能够产生珍珠而闻名'？
数字电视,请用一个词回答，什么被定义为'一种使用数字信号进行广播的电视技术，提供了比传统模拟电视更高的画质和声音质量'？
录像机,请用一个词回答，什么被定义为'用来将电视影像和声音记录下来，并加以重新播放出的机器'？
数码相机,请用一个词回答，什么被定义为'一种利用电子感测器把光学影像转换成电子数据的照相机'？
卫生巾,请用一个词回答，什么被定义为'妇女经期使用的卫生用品'？
避孕套/安全套,请用一个词回答，什么被定义为'一种护套形的屏障器具，主要应用于性交过程中，用以减低感染性传播疾病和女性怀孕的风险'？
圆珠笔,请用一个词回答，什么被定义为'现代的一种书写工具，利用笔杆末端的一颗走珠来分配墨水，使书写者不用像在使用钢笔一样时常抽墨水补充'？
创可贴,请用一个词回答，什么被定义为'一种小型简易的医护用品，常使用在一些较小的伤口上，具有止血作用'？
